1656.500000	2216.500000	3.800000	0.988235
2224.500000	2274.500000	3.300000	0.984314
321.500000	3278.499756	3.300000	0.980392
2309.500000	2778.499756	4.000000	0.980392
1301.500000	3540.499756	3.300000	0.976471
2438.500000	3020.499756	3.300000	0.996078
1486.500000	699.500000	2.400000	0.858824
2838.499756	3229.500244	4.000000	1.000000
1906.500000	379.500000	3.300000	0.854902
2428.500000	1654.500000	4.600000	0.415686
1500.500000	1377.500000	3.800000	0.996078
2138.500000	2507.500000	3.000000	0.964706
1325.500000	1043.500000	3.000000	0.968627
2219.500000	1184.500000	3.000000	0.960784
1384.500000	1015.500000	2.400000	0.901961
1181.500000	1902.500000	2.200000	0.925490
1394.500000	3733.500244	3.300000	0.627451
1421.500000	2583.500000	2.400000	0.690196
1870.500000	2022.500000	2.400000	0.992157
1909.500000	3361.500244	2.400000	0.815686
2484.500000	2050.500000	2.400000	0.752941
2808.499756	1099.500000	2.400000	0.819608
865.500000	1627.500000	2.200000	0.984314
3001.500244	164.500000	2.200000	0.933333
1403.500000	1789.500000	3.000000	0.964706
2122.500000	1213.500000	3.000000	0.933333
