1261.500000	270.500000	3.800000	1.000000
1154.500000	43.500000	3.800000	0.952941
802.500000	134.500000	3.800000	1.000000
753.500000	1165.500000	4.600000	0.976471
893.500000	553.500000	4.600000	1.000000
1757.500000	1193.500000	3.300000	0.988235
1571.500000	629.500000	5.200000	1.000000
996.500000	453.500000	4.600000	0.937255
1434.500000	984.500000	4.600000	0.905882
2076.500000	70.500000	5.200000	0.086275
299.500000	1064.500000	4.000000	1.000000
1131.500000	686.500000	3.800000	0.945098
799.500000	1240.500000	4.000000	0.960784
1671.500000	665.500000	3.300000	1.000000
586.500000	387.500000	2.400000	1.000000
1237.500000	189.500000	2.400000	0.913725
1284.500000	975.500000	2.400000	0.949020
2097.500000	78.500000	5.200000	0.086275
1171.500000	571.500000	3.300000	0.952941
1211.500000	807.500000	3.300000	1.000000
1537.500000	111.500000	3.300000	0.984314
215.500000	1088.500000	2.400000	1.000000
1267.500000	911.500000	4.000000	1.000000
648.500000	403.500000	3.000000	1.000000
37.500000	301.500000	2.400000	0.850980
481.500000	491.500000	2.400000	1.000000
488.500000	1219.500000	2.400000	1.000000
580.500000	768.500000	2.400000	0.941176
1550.500000	584.500000	2.400000	1.000000
1758.500000	866.500000	2.400000	0.956863
1897.500000	383.500000	2.400000	0.929412
205.500000	1183.500000	2.400000	0.956863
245.500000	707.500000	2.400000	0.992157
488.500000	272.500000	2.400000	1.000000
492.500000	376.500000	2.400000	1.000000
522.500000	482.500000	2.400000	0.937255
711.500000	159.500000	2.400000	0.937255
772.500000	580.500000	2.400000	1.000000
836.500000	876.500000	2.400000	0.929412
1109.500000	56.500000	2.400000	0.937255
1374.500000	1102.500000	2.400000	1.000000
1433.500000	924.500000	2.400000	0.956863
1786.500000	876.500000	2.400000	1.000000
1954.500000	55.500000	2.400000	1.000000
1027.500000	1076.500000	3.800000	0.901961
758.500000	341.500000	3.000000	1.000000
23.500000	228.500000	2.400000	0.945098
332.500000	189.500000	2.400000	0.874510
377.500000	1147.500000	2.400000	0.941176
428.500000	850.500000	2.400000	0.972549
498.500000	1016.500000	2.400000	1.000000
544.500000	468.500000	2.400000	0.827451
569.500000	569.500000	2.400000	1.000000
629.500000	1220.500000	2.400000	0.941176
717.500000	1118.500000	2.400000	0.976471
835.500000	231.500000	2.400000	0.937255
969.500000	887.500000	2.400000	0.831373
1278.500000	654.500000	2.400000	0.984314
1342.500000	142.500000	2.400000	0.870588
1605.500000	493.500000	2.400000	1.000000
1837.500000	1109.500000	2.400000	0.952941
1872.500000	398.500000	2.400000	1.000000
1898.500000	30.500000	2.400000	0.678431
1912.500000	982.500000	2.400000	1.000000
1985.500000	665.500000	2.400000	1.000000
2013.500000	1208.500000	2.400000	1.000000
1289.500000	460.500000	3.000000	1.000000
178.500000	448.500000	2.400000	0.772549
257.500000	1160.500000	2.400000	0.768627
316.500000	984.500000	2.400000	0.831373
404.500000	1045.500000	2.400000	0.996078
713.500000	647.500000	2.400000	0.847059
945.500000	40.500000	2.400000	0.898039
1143.500000	209.500000	2.400000	0.843137
1217.500000	60.500000	2.400000	0.968627
1427.500000	201.500000	2.400000	0.925490
1439.500000	461.500000	2.400000	1.000000
1443.500000	15.500000	2.400000	0.862745
1533.500000	1112.500000	2.400000	0.960784
1853.500000	950.500000	2.400000	0.929412
1882.500000	621.500000	2.400000	0.901961
2045.500000	378.500000	2.400000	0.898039
2061.500000	950.500000	2.400000	0.835294
1993.500000	1190.500000	2.200000	0.996078
101.500000	914.500000	2.400000	0.901961
108.500000	517.500000	2.400000	0.925490
123.500000	219.500000	2.400000	1.000000
151.500000	881.500000	2.400000	0.831373
161.500000	184.500000	2.400000	1.000000
278.500000	880.500000	2.400000	1.000000
554.500000	636.500000	2.400000	0.827451
606.500000	1231.500000	2.400000	0.968627
631.500000	919.500000	2.400000	0.890196
773.500000	289.500000	2.400000	0.827451
915.500000	396.500000	2.400000	0.866667
964.500000	613.500000	2.400000	1.000000
1011.500000	397.500000	2.400000	0.815686
1208.500000	834.500000	2.400000	1.000000
1312.500000	159.500000	2.400000	0.905882
1334.500000	608.500000	2.400000	0.752941
1401.500000	857.500000	2.400000	0.780392
1438.500000	1077.500000	2.400000	0.764706
1593.500000	520.500000	2.400000	0.886275
1594.500000	1067.500000	2.400000	0.850980
1644.500000	794.500000	2.400000	0.996078
1650.500000	772.500000	2.400000	0.894118
1720.500000	401.500000	2.400000	0.870588
1756.500000	695.500000	2.400000	0.772549
1922.500000	356.500000	2.400000	0.807843
1940.500000	381.500000	2.400000	0.886275
1372.500000	1152.500000	2.200000	1.000000
186.500000	1214.500000	3.800000	0.615686
193.500000	482.500000	3.800000	0.141176
666.500000	1083.500000	3.800000	0.145098
740.500000	542.500000	3.800000	0.137255
854.500000	860.500000	3.800000	0.450980
920.500000	361.500000	3.800000	0.145098
1324.500000	302.500000	3.800000	0.141176
1951.500000	539.500000	3.800000	0.145098
1953.500000	282.500000	3.800000	0.141176
1985.500000	635.500000	3.800000	0.435294
782.500000	738.500000	3.000000	0.952941
1417.500000	16.500000	3.300000	0.674510
1571.500000	82.500000	3.000000	1.000000
711.500000	84.500000	2.400000	0.266667
971.500000	1224.500000	2.400000	0.156863
1017.500000	1039.500000	2.400000	0.956863
301.500000	857.500000	4.600000	0.141176
1389.500000	1117.500000	3.300000	0.156863
459.500000	4.500000	4.600000	0.125490
2101.500000	384.500000	3.800000	0.125490
